No,,name,address,경도,위도,상태
28,427,고창병원,전라북도 고창군 고창읍 화신1길 9,126.693428290783,35.4366384897225,정좌표
29,428,군산시보건소,전라북도 군산시 수송동 851-1,126.7202062537,35.9646838997105,정좌표
30,429,군산의료원,전라북도 군산시 의료원로27,126.711918569977,35.9549309218723,정좌표
31,430,동군산병원,전라북도 군산시 149,126.74711125536,35.9350153880305,인근좌표
32,431,김제시보건소,전라북도 김제시 요촌동 423-2,126.883313140529,35.8007680476369,정좌표
33,432,남원시보건소,전라북도 남원시 조산동(금동) 455 남원시보건소,127.363895355314,35.397364887953,정좌표
34,433,남원의료원,전라북도 남원시 충정로 365,127.405839965265,35.4330201162973,정좌표
35,434,부안군보건소,전라북도 부안군 부안읍 봉덕리 551-2,126.735818312835,35.7229307199042,정좌표
36,435,부안성모병원,전라북도 부안군 부안읍 오정2길 24,126.734770112938,35.7245358797473,정좌표
37,436,완주군보건소,전라북도 완주군 삼례읍 삼봉8로 10-10 완주군보건소,127.12226673664,35.9214675733658,정좌표
38,437,익산시보건소,전라북도 익산시 무왕로 975,126.966471325237,35.9609858753114,정좌표
39,438,원광대학교병원,전라북도 익산시 무왕로 895,126.95967169423,35.9643747237802,정좌표
40,439,익산병원,전라북도 익산시 무왕로 969,126.966551589964,35.961726706348,정좌표
41,440,대자인병원,전라북도 전주시 덕진구 견훤로 390,127.153315364433,35.8459908207476,정좌표
42,441,전주병원,전라북도 전주시 완산구 한두평3길 13,127.124763410596,35.8151645341712,정좌표
43,442,호성전주병원,전라북도 전주시 덕진구 동부대로 895,127.147897924228,35.8654611314862,정좌표
44,443,덕진선별진료소,전라북도 전주시 덕진구 벚꽃로 55,127.134338294254,35.8294023263887,정좌표
45,444,화산선별진료소,전주시 완산구 백제대로 310,127.124575020784,35.8209410482085,정좌표
46,445,정읍시보건소,전라북도 정읍시 수성동 958-2,126.854530690664,35.5779692344026,정좌표
47,446,정읍아산병원,전라북도 정읍시 충정로 606-22,126.822569182629,35.5894712362327,정좌표
48,447,진안군보건소,전라북도 진안군 진안읍 군상리 90-15 진안보건소 진안군보건소,127.434797532138,35.7971860474504,정좌표
49,448,진안군의료원,전라북도 진안군 진안읍 진무로 1145,127.432039338093,35.7951096727044,정좌표
50,449,무주군보건의료원,전라북도 무주군 무주읍 당산리 701,127.671717443013,36.0056375709071,정좌표
51,450,순창군보건의료원,전라북도 순창군 순창읍 교성로 135,127.143901159419,35.3665007384154,정좌표
52,451,임실군보건의료원,전라북도 임실군 임실읍 이도리 270-8 임실군 보건의료원 (270-8번지),127.287078713801,35.6126979280872,정좌표
53,452,장수군보건의료원,전라북도 장수군 장수읍 장수리 425 장수보건의료원,127.519847542157,35.6543198561386,정좌표
54,453,강진군보건소,전라남도 강진군 강진읍 목리 11,126.781083412163,34.6361019582579,인근좌표
55,454,강진의료원,전라남도 강진군 강진읍 탐진로 5,126.758140765624,34.6374993089082,정좌표
56,455,고흥군보건소,전라남도 고흥군 고흥읍 등암리 1258-21번지,127.268712108499,34.5924171081102,정좌표
57,456,고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935,127.293396687657,34.6206620211864,정좌표
58,457,녹동현대병원,전라남도 고흥군 도양읍 차경구렁목길 215,127.145719691624,34.5462408421136,정좌표
59,458,광양시보건소,"전라남도 광양시 광양읍 인덕로 1100, 광양시보건소",127.582272432036,34.9807961059259,정좌표
60,459,광양사랑병원,전라남도 광양시 공영로 71,127.697152882602,34.9361626358184,정좌표
61,460,나주시보건소,전라남도 나주시 이창동 740-1,126.708293140867,34.995182404622,정좌표
62,461,나주종합병원,전라남도 나주시 영산로 5419,126.721046475636,35.0367565184165,정좌표
63,462,담양군보건소,전라남도 담양군 담양읍 만성리 135,126.981344370943,35.3249429713613,정좌표
64,463,담양 사랑병원,전라남도 담양군 담양읍 천변7길 19,126.982842501397,35.3152195476696,정좌표
65,464,목포시보건소,전라남도 목포시 산정동 1676,126.373788393283,34.8041652086739,정좌표
66,465,목포한국병원,전라남도 목포시 영산로 483,126.416262863683,34.8090551699748,정좌표
67,466,목포기독병원,전라남도 목포시 백년대로 303,126.420556045005,34.8044923227621,정좌표
68,467,목포중앙병원,전라남도 목포시 영산로 627,126.421595559042,34.8217231404212,정좌표
69,468,목포시의료원,전라남도 목포시 이로로 18,126.405155051694,34.8038531042862,정좌표
70,469,세안종합병원,전라남도 목포시 고하대로 795-2,126.380224147998,34.8169254063925,정좌표
71,470,전남중앙병원,전라남도 목포시 고하대로 724,126.376014476892,34.810450626634,정좌표
72,471,무안군보건소,전라남도 무안군 무안읍 성동리 712-1,126.481407909819,34.9905592470018,정좌표
73,472,대송의료재단 무안병원,전라남도 무안군 무안읍 몽탄로 65,126.489352885008,34.9916966354325,정좌표
74,473,보성군보건소,전라남도 보성군 보성읍 보성리 827,127.079274373836,34.7701050323045,정좌표
75,474,보성아산병원,전라남도 보성군 미력면 가평길 36-17,127.104533516931,34.775886355012,정좌표
76,475,벌교삼호병원,전라남도 보성군 벌교읍 남하로 12,127.346236177894,34.8335564767604,정좌표
77,476,순천시보건소,전라남도 순천시 석현동 36-1,127.485399736786,34.9665452238863,정좌표
78,477,순천 성가롤로병원,전라남도 순천시 순광로 221,127.544125098793,34.9652483618586,정좌표
79,478,순천의료원,전라남도 순천시 서문성터길 2,127.483845572901,34.9577787146106,정좌표
80,479,순천병원,전라남도 순천시 조례1길 24(조례동),127.525189952236,34.9618925839755,정좌표
81,480,신안군보건소,전라남도 신안군 압해읍 천사로 1004,126.351425033767,34.8336022571045,정좌표
82,481,여수시보건소,전라남도 여수시 학동 213 여수시 보건소,127.660723836169,34.7593574734723,정좌표
83,482,여천전남병원,전라남도 여수시 무선로 95,127.654228676932,34.7690273888234,정좌표
84,483,여수전남병원,"전라남도 여수시 좌수영로 49(광무동,전남병원)",127.727773467713,34.7449968698486,정좌표
85,484,여수한국병원,전라남도 여수시 여천체육공원길 10,127.675094467295,34.7612415379482,정좌표
86,485,여수제일병원,전라남도 여수시 쌍봉로 70,127.663540253766,34.7659728209468,정좌표
87,486,영광군보건소,전라남도 영광군 영광읍 남천리 326-5,126.504178168468,35.2744785771089,정좌표
88,487,영광종합병원,전라남도 영광군 영광읍 와룡로 3,126.4989875732,35.2845508971963,정좌표
89,488,영광기독병원,전라남도 영광군 영광읍 신남로 265,126.511036179738,35.2749955126497,정좌표
90,489,영암군보건소,전라남도 영암군 영암읍 춘양리 525 영암군보건소,126.704075362522,34.7950086731228,정좌표
91,490,장흥군보건소,전라남도 장흥군 장흥읍 흥성로 49,126.908333209182,34.6764690722834,정좌표
92,491,장흥종합병원,전라남도 장흥군 장흥읍 흥성로 92,126.912477028662,34.6784075518248,정좌표
93,492,진도군보건소,전라남도 진도군 진도읍 남동리 776-26번지,126.262903757237,34.4802504036267,정좌표
94,493,진도한국병원,전라남도 진도군 남문길 48,126.264143772793,34.4824081566249,정좌표
95,494,함평군보건소,전라남도 함평군 함평읍 기각리 253,126.524239608266,35.0621593855657,정좌표
96,495,함평성심병원,전라남도 함평군 함평읍 영수길 132,126.519955120951,35.0619562997165,정좌표
97,496,해남군보건소,전라남도 해남군 해남읍 해남로 46,126.612043512655,34.5704609210118,정좌표
98,497,해남종합병원,전라남도 해남군 해남읍 해남로 45,126.613229763525,34.5721266355911,정좌표
99,498,해남우리종합병원,전라남도 해남군 옥천면 해남로 597,126.646605014127,34.5845891335772,정좌표
100,499,화순군보건소,전라남도 화순군 화순읍 삼천리 719번지,126.982262256341,35.0573501952468,정좌표
